customerID,Genero,Idoso,Casado,Dependents,Tempo_como_Cliente,ServicoTelefonico,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,MetodoPagamento,Pagamento_Mensal,Total_Pago,Churn
7802-EFKNY,MALE,0,Yes,No,5,No,DSL,No,No,No,Month-to-month,Electronic check,24.95,100.4,Yes
8311-UEUAB,FEMALE,0,Yes,Yes,67,Yes,DSL,Yes,No,Yes,Two year,Electronic check,75.5,5229.45,No
5858-EAFCZ,MALE,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,44.45,44.45,No
8035-BUYVG,MALE,0,Yes,No,40,No,DSL,Yes,No,No,One year,Electronic check,42.35,1716.45,Yes
1163-ONYEY,MALE,0,Yes,Yes,41,Yes,DSL,Yes,No,Yes,Month-to-month,Credit card (automatic),74.55,3023.55,No
9787-XVQIU,MALE,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,75.3,75.3,Yes
8945-MUQUF,MALE,0,No,No,51,Yes,Fiber optic,Yes,No,Yes,One year,Electronic check,94.8,4837.6,Yes
5656-MJEFC,MALE,0,Yes,Yes,42,No,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),48.15,2032.3,No
6082-OQFBA,MALE,0,Yes,Yes,23,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,19.65,436.9,No
8051-HJRLT,FEMALE,1,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,70.55,70.55,Yes
8974-OVACP,FEMALE,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.15,20.15,No
4010-YLMVT,FEMALE,0,No,No,56,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Credit card (automatic),106.6,5893.95,No
1379-FRVEB,MALE,0,No,Yes,15,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,91.0,1430.05,No
8612-GXIDD,MALE,0,Yes,Yes,12,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.4,313.0,No
6288-CHQJB,FEMALE,0,Yes,Yes,54,Yes,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),69.95,3871.85,No
8160-HOWOX,FEMALE,0,No,No,7,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,66.85,458.1,No
3023-GFLBR,FEMALE,0,Yes,Yes,33,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),86.15,2745.7,Yes
6648-INWPS,MALE,0,Yes,Yes,16,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.15,341.35,No
4223-BKEOR,FEMALE,0,No,Yes,21,Yes,DSL,Yes,No,No,One year,Mailed check,64.85,1336.8,No
4079-VTGLK,MALE,1,Yes,No,30,Yes,DSL,No,No,Yes,Two year,Electronic check,74.85,2181.75,No
1763-WQFUK,MALE,0,No,No,3,Yes,DSL,No,Yes,No,Month-to-month,Mailed check,50.5,147.75,No
1391-UBDAR,MALE,0,No,No,11,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,72.9,818.45,No
8894-JVDCV,FEMALE,0,No,No,62,Yes,Fiber optic,Yes,Yes,Yes,One year,Credit card (automatic),115.05,7133.45,No
2023-VQFDL,MALE,0,No,No,18,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.0,348.8,No
1345-GKDZZ,MALE,0,No,Yes,6,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.55,128.6,No
2014-MKGMH,FEMALE,0,No,No,46,Yes,Fiber optic,No,No,Yes,One year,Electronic check,101.1,4674.4,No
5628-FCGYG,MALE,0,No,No,21,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,84.1,1737.45,No
2560-WBWXF,MALE,0,No,No,68,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.15,1498.85,No
0248-IPDFW,FEMALE,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,50.1,50.1,No
7978-DKUQH,FEMALE,0,Yes,No,25,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,74.6,1797.75,No
4335-UPJSI,FEMALE,0,No,Yes,24,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.75,498.1,No
0524-IAVZO,FEMALE,0,Yes,No,30,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,85.0,2624.25,Yes
2737-YNGYW,FEMALE,0,No,No,2,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,80.55,184.1,Yes
1784-EZDKJ,MALE,0,Yes,No,51,Yes,Fiber optic,No,No,Yes,One year,Bank transfer (automatic),106.8,5498.8,No
9297-FVVDH,FEMALE,0,Yes,Yes,57,Yes,DSL,Yes,Yes,Yes,Two year,Electronic check,84.5,4845.4,No
8007-YYPWD,FEMALE,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.05,369.1,No
7101-HRBLJ,FEMALE,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),83.7,6096.9,No
5159-YFPKQ,FEMALE,0,No,No,2,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,75.8,160.75,Yes
6635-CPNUN,MALE,0,Yes,No,28,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),96.6,2684.35,No
4021-RQSNY,MALE,1,Yes,No,29,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,98.5,3004.15,Yes
5453-YBTWV,MALE,0,Yes,Yes,70,Yes,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),101.1,6994.8,No
5039-LZRQT,FEMALE,0,No,No,13,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,20.2,273.25,No
2931-VUVJN,FEMALE,1,Yes,No,59,Yes,Fiber optic,Yes,Yes,No,One year,Electronic check,94.05,5483.9,No
9061-TIHDA,MALE,1,Yes,No,13,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,95.25,1233.65,Yes
8699-ASUFO,MALE,1,Yes,No,7,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,74.4,527.9,Yes
6418-PIQSP,FEMALE,0,Yes,No,62,Yes,DSL,Yes,Yes,Yes,Two year,Mailed check,81.0,4985.9,No
8220-OCUFY,FEMALE,0,No,No,21,Yes,DSL,Yes,Yes,No,One year,Electronic check,60.25,1258.35,No
3995-WFCSM,FEMALE,0,No,No,2,Yes,DSL,No,No,No,Month-to-month,Electronic check,60.85,111.4,No
1895-QTKDO,FEMALE,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),43.95,43.95,No
2038-OEQZH,MALE,0,No,No,4,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,86.05,308.1,No
1178-PZGAB,FEMALE,0,No,No,19,Yes,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.25,383.65,No
7927-AUXBZ,FEMALE,0,No,No,30,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,85.15,2555.9,Yes
2626-VEEWG,MALE,0,Yes,Yes,67,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.4,1284.2,No
2878-RMWXY,MALE,1,Yes,No,72,Yes,Fiber optic,Yes,No,No,Two year,Credit card (automatic),102.65,7550.3,No
1657-DYMBM,MALE,0,Yes,No,53,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.9,1110.05,No
7311-MQJCH,FEMALE,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,One year,Electronic check,19.55,99.6,No
7375-WMVMT,MALE,1,Yes,No,71,Yes,Fiber optic,No,Yes,No,Two year,Credit card (automatic),95.5,6707.15,No
1136-XGEQU,FEMALE,0,Yes,Yes,50,Yes,DSL,No,Yes,Yes,One year,Credit card (automatic),84.15,4164.4,No
2530-FMFXO,MALE,0,Yes,Yes,56,Yes,Fiber optic,No,Yes,Yes,Two year,Electronic check,103.2,5873.75,No
6844-DZKRF,MALE,0,No,No,2,Yes,DSL,No,Yes,No,Month-to-month,Credit card (automatic),50.2,109.25,No
4695-WJZUE,FEMALE,1,No,No,2,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,88.55,179.25,Yes
7619-ODSGN,MALE,0,Yes,Yes,24,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,54.75,1338.15,Yes
5970-GHJAW,MALE,0,Yes,Yes,46,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.95,862.4,No
8879-XUAHX,MALE,0,Yes,No,71,Yes,Fiber optic,Yes,Yes,Yes,Two year,Electronic check,116.25,8564.75,No
3689-MOZGR,FEMALE,0,No,No,29,No,DSL,No,Yes,No,Month-to-month,Electronic check,31.2,926.2,No
4195-PNGZS,MALE,0,Yes,Yes,69,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.45,1718.2,No
5003-XZWWO,MALE,0,Yes,No,71,Yes,DSL,No,Yes,Yes,Two year,Credit card (automatic),84.2,5956.85,No
3988-RQIXO,FEMALE,1,No,No,1,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,91.3,91.3,Yes
7622-FWGEW,MALE,1,Yes,No,56,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),85.65,4824.45,No
6922-NCEDI,MALE,0,No,Yes,56,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,21.2,1238.65,No
2514-GINMM,MALE,0,No,No,1,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,79.5,79.5,Yes
9891-NQDBD,FEMALE,0,Yes,No,28,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,25.55,672.2,No
6131-IUNXN,FEMALE,0,Yes,Yes,19,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,382.2,No
8548-AWOFC,MALE,0,Yes,No,66,Yes,DSL,No,Yes,No,Month-to-month,Electronic check,63.85,4264.6,No
9798-DRYDS,FEMALE,0,Yes,Yes,17,Yes,DSL,No,Yes,No,One year,Mailed check,61.95,1070.7,No
8532-UEFWH,MALE,0,Yes,Yes,52,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,25.75,1345.85,No
6296-DDOOR,FEMALE,0,No,No,19,Yes,DSL,No,No,Yes,One year,Electronic check,58.2,1045.25,No
7951-VRDVK,FEMALE,0,No,No,36,Yes,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),85.85,3003.55,No
5931-FLJJF,MALE,1,Yes,No,7,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,70.1,467.55,Yes
4815-YOSUK,MALE,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,No,One year,Credit card (automatic),104.9,7537.5,No
2659-VXMWZ,MALE,0,Yes,Yes,67,Yes,Fiber optic,Yes,No,Yes,One year,Electronic check,111.3,7482.1,Yes
0380-NEAVX,MALE,1,No,No,34,Yes,Fiber optic,No,No,Yes,One year,Electronic check,99.85,3343.15,No
3207-OYBWH,MALE,1,Yes,No,57,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),95.25,5427.05,Yes
4285-GYRQC,FEMALE,0,Yes,No,7,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,86.25,587.1,Yes
7216-EWTRS,FEMALE,1,Yes,No,1,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,100.8,100.8,Yes
4365-MSDYN,MALE,0,Yes,No,8,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.55,161.15,No
7036-TYDEC,FEMALE,0,No,No,69,Yes,Fiber optic,No,Yes,Yes,Two year,Electronic check,104.0,7028.5,No
5802-ADBRC,FEMALE,0,Yes,No,50,Yes,Fiber optic,Yes,No,Yes,One year,Mailed check,104.4,5232.9,No
8076-FEZKJ,MALE,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,19.5,225.85,No
5197-YPYBZ,FEMALE,0,Yes,Yes,12,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.25,274.7,No
8337-MSSXB,FEMALE,0,No,No,14,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,86.3,1180.95,Yes
4312-GVYNH,FEMALE,0,Yes,No,70,No,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),49.85,3370.2,No
8495-LJDFO,FEMALE,1,No,No,64,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),108.95,7111.3,No
0839-JTCUD,FEMALE,0,Yes,Yes,66,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),89.9,5958.85,No
5494-WOZRZ,FEMALE,0,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),82.0,5999.85,No
1302-UHBDD,MALE,1,No,No,20,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,89.95,1648.45,No
2234-EOFPT,MALE,0,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),79.35,5753.25,No
8619-IJNDK,FEMALE,0,Yes,Yes,71,Yes,DSL,Yes,Yes,No,Two year,Credit card (automatic),64.05,4492.9,No
8378-LKJAF,MALE,0,Yes,Yes,38,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),101.15,3956.7,No
8182-BJDSI,FEMALE,0,No,No,28,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,89.95,2625.55,Yes
2528-HFYZX,MALE,1,Yes,No,17,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,76.45,1233.4,Yes
1153-GNOLC,MALE,0,No,No,33,No,DSL,No,No,Yes,One year,Electronic check,39.1,1309.0,No
3298-QEICA,FEMALE,0,Yes,Yes,23,No,DSL,Yes,Yes,No,Two year,Mailed check,34.6,813.45,No
0788-DXBFY,MALE,0,Yes,Yes,58,Yes,No,No internet service,No internet service,No internet service,One year,Electronic check,19.55,1108.8,No
3597-YASZG,FEMALE,1,Yes,No,70,Yes,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),104.45,7349.35,No
3496-LFSZU,MALE,0,Yes,No,4,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,70.5,294.2,No
5242-UOWHD,MALE,0,Yes,Yes,45,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,20.35,929.2,No
2482-CZGBB,MALE,0,No,No,10,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,70.0,740.0,Yes
6479-SZPLM,MALE,0,Yes,Yes,36,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.45,754.5,No
8097-VBQTZ,MALE,0,No,No,54,Yes,DSL,Yes,Yes,Yes,Month-to-month,Mailed check,69.9,3883.3,No
4500-HKANN,MALE,0,Yes,Yes,23,Yes,DSL,No,Yes,No,Two year,Mailed check,59.7,1414.2,No
9917-KWRBE,FEMALE,0,Yes,Yes,41,Yes,DSL,Yes,No,Yes,One year,Credit card (automatic),78.35,3211.2,No
3420-ZDBMA,MALE,1,No,No,5,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,71.45,371.6,No
2212-LYASK,MALE,0,Yes,Yes,27,No,DSL,No,No,No,One year,Credit card (automatic),45.85,1246.4,No
1393-IMKZG,FEMALE,0,No,No,1,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,95.85,95.85,No
8069-RHUXK,FEMALE,0,Yes,Yes,67,No,DSL,Yes,Yes,No,Two year,Credit card (automatic),35.7,2545.7,No
3398-GCPMU,FEMALE,1,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),89.55,6448.85,No
2908-WGAXL,FEMALE,0,Yes,Yes,56,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.95,1468.9,No
3378-AJRAO,MALE,0,Yes,Yes,44,Yes,No,No internet service,No internet service,No internet service,One year,Electronic check,24.85,1013.6,No
1013-QCWAM,FEMALE,1,Yes,No,66,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,100.8,6690.75,No
0866-QLSIR,FEMALE,0,No,No,34,Yes,DSL,Yes,Yes,No,One year,Mailed check,64.4,2088.75,Yes
6050-FFXES,FEMALE,0,Yes,No,69,Yes,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),105.35,7240.65,No
7181-BQYBV,FEMALE,0,Yes,Yes,1,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,102.45,102.45,Yes
0362-RAOQO,FEMALE,0,No,No,40,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.65,830.25,No
9554-DFKIC,MALE,0,Yes,Yes,30,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),54.45,1588.7,No
5527-ACHSO,FEMALE,0,No,No,11,Yes,DSL,No,Yes,Yes,Month-to-month,Mailed check,70.5,829.3,No
0829-DDVLK,FEMALE,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.1,302.45,No
1399-UBQIU,MALE,0,No,No,11,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,69.35,712.25,No
1813-JLKWR,FEMALE,0,Yes,Yes,64,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.8,1336.65,No
0336-PIKEI,MALE,1,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),74.4,5360.75,No
7322-OCWHC,MALE,1,Yes,No,72,Yes,Fiber optic,Yes,Yes,No,Two year,Bank transfer (automatic),93.05,6735.05,No
9537-VHDTA,FEMALE,0,No,Yes,1,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,51.2,51.2,No
4957-TIALW,FEMALE,0,No,Yes,15,Yes,DSL,Yes,Yes,No,One year,Credit card (automatic),65.6,1010.0,No
2054-PJOCK,FEMALE,0,No,No,60,Yes,DSL,No,Yes,Yes,One year,Credit card (automatic),80.55,4847.05,No
9150-HEPMB,MALE,0,No,No,56,Yes,DSL,Yes,No,No,One year,Mailed check,52.7,3019.7,No
9030-QGZNL,FEMALE,0,No,No,8,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,20.85,161.65,No
6204-IEUXJ,FEMALE,0,No,No,3,Yes,Fiber optic,No,Yes,No,Month-to-month,Credit card (automatic),80.1,217.55,Yes
3126-WQMGH,FEMALE,0,Yes,No,49,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),52.15,2583.75,No
4529-CKBCL,FEMALE,0,No,No,2,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,80.2,146.05,Yes
2506-CLAKW,FEMALE,0,No,No,6,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Bank transfer (automatic),98.15,567.45,Yes
7176-WRTNX,MALE,0,No,No,70,Yes,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.95,7711.25,No
1583-IHQZE,MALE,0,No,No,12,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Mailed check,112.95,1384.75,Yes
5732-IKGQH,MALE,1,Yes,No,52,Yes,Fiber optic,Yes,Yes,Yes,One year,Bank transfer (automatic),104.45,5481.25,No
9239-GZHZE,FEMALE,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),113.65,8124.2,No
7205-BAIAD,FEMALE,0,No,No,40,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.6,827.3,No
0151-ONTOV,FEMALE,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,70.9,70.9,Yes
4140-MUHUG,FEMALE,1,No,No,3,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,86.85,220.95,Yes
0093-EXYQL,FEMALE,1,No,No,40,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,91.55,3673.6,No
8064-RAVOH,MALE,0,No,Yes,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,49.85,49.85,No
0219-QAERP,MALE,0,Yes,No,30,Yes,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.8,576.65,No
0320-JDNQG,MALE,0,Yes,Yes,23,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Electronic check,99.85,2331.3,Yes
7180-PISOG,MALE,0,Yes,Yes,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,74.5,74.5,Yes
9168-INPSZ,FEMALE,1,Yes,No,44,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,104.15,4495.65,No
3571-RFHAR,MALE,0,No,No,65,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,109.15,6941.2,Yes
0015-UOCOJ,FEMALE,1,No,No,7,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,48.2,340.35,No
5334-AFQJB,MALE,1,No,No,72,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.1,1789.9,No
2754-SDJRD,FEMALE,1,No,No,8,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Credit card (automatic),100.15,908.55,No
9578-VRMNM,FEMALE,0,No,No,16,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),65.2,1043.35,Yes
1587-FKLZB,MALE,1,Yes,Yes,66,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),99.5,6822.15,Yes
6140-QNRQQ,MALE,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,71.55,71.55,Yes
8963-JLGJT,MALE,0,No,Yes,3,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,55.9,157.55,No
4307-KTUMW,MALE,0,Yes,No,53,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,93.9,5029.2,Yes
1465-LNTLJ,MALE,1,Yes,No,8,Yes,DSL,No,Yes,No,Month-to-month,Credit card (automatic),64.4,581.7,No
5440-FLBQG,MALE,1,Yes,No,69,Yes,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),108.4,7318.2,Yes
2135-DQWAQ,FEMALE,0,No,No,5,Yes,Fiber optic,No,No,Yes,Month-to-month,Mailed check,85.3,420.45,No
4056-QHXHZ,FEMALE,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Mailed check,107.45,7576.7,No
7470-MCQTK,FEMALE,0,Yes,No,13,No,DSL,No,No,Yes,Month-to-month,Bank transfer (automatic),48.75,633.4,Yes
7488-MXJIV,FEMALE,0,No,No,4,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,85.65,321.65,Yes
7401-JIXNM,FEMALE,0,Yes,Yes,54,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),91.3,4965.0,No
9339-FIIJL,MALE,0,Yes,No,72,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),85.95,6151.9,No
2027-FECZV,MALE,0,No,No,12,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,106.7,1253.9,Yes
2672-DZUOY,MALE,0,No,No,1,No,DSL,No,No,No,Month-to-month,Electronic check,25.15,25.15,Yes
4706-DGAHW,MALE,1,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.2,45.2,No
3870-MQAMG,FEMALE,0,Yes,No,54,Yes,Fiber optic,No,Yes,Yes,One year,Electronic check,110.35,5893.15,Yes
6670-MFRPK,MALE,0,Yes,Yes,69,Yes,Fiber optic,No,No,No,Two year,Credit card (automatic),79.2,5420.65,No
6177-PEVRA,FEMALE,0,No,No,48,Yes,DSL,Yes,No,No,Two year,Credit card (automatic),55.5,2627.35,No
4800-CZMPC,FEMALE,0,Yes,Yes,48,Yes,Fiber optic,Yes,No,Yes,One year,Credit card (automatic),103.25,5037.55,Yes
4813-HQMGZ,FEMALE,0,Yes,No,8,Yes,Fiber optic,No,Yes,No,Month-to-month,Electronic check,90.25,743.75,No
7579-KKLOE,MALE,0,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Two year,Mailed check,91.25,6589.6,No
7377-DMMRI,MALE,0,No,No,2,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,47.8,92.45,Yes
8402-EIVQS,MALE,0,Yes,No,67,Yes,Fiber optic,Yes,No,Yes,One year,Credit card (automatic),100.9,6733.15,No
4947-DSMXK,MALE,0,Yes,Yes,34,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),97.7,3410.0,No
7245-NIIWQ,FEMALE,0,No,No,3,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,69.85,199.85,No
0002-ORFBO,FEMALE,0,Yes,Yes,9,Yes,DSL,No,Yes,Yes,One year,Mailed check,65.6,593.3,No
3324-OIRTO,MALE,0,Yes,Yes,71,Yes,Fiber optic,Yes,No,Yes,One year,Bank transfer (automatic),104.65,7288.4,No
5414-OFQCB,MALE,0,No,No,57,Yes,Fiber optic,No,Yes,Yes,Two year,Credit card (automatic),90.45,5229.8,No
4967-WPNCF,MALE,0,No,No,72,No,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),63.7,4464.8,No
8552-OBVRU,FEMALE,1,Yes,Yes,48,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Electronic check,104.5,5068.05,No
8499-BRXTD,MALE,0,No,No,18,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,20.1,401.85,No
9154-QDGTH,MALE,0,Yes,Yes,43,Yes,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),104.3,4451.85,No
8197-BFWVU,FEMALE,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),93.25,6688.95,No
2577-GVSIL,MALE,0,Yes,Yes,35,Yes,DSL,No,Yes,Yes,One year,Bank transfer (automatic),73.45,2661.1,No
9367-OIUXP,MALE,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.7,73.05,No
6770-UAYGJ,FEMALE,0,Yes,Yes,49,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,25.25,1211.65,No
6463-HHXJR,FEMALE,0,Yes,Yes,71,Yes,Fiber optic,Yes,No,Yes,Two year,Bank transfer (automatic),100.5,7030.65,No
7928-VJYAB,MALE,0,Yes,Yes,11,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,90.6,1020.2,No
1187-WILMM,MALE,0,Yes,Yes,63,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),89.4,5597.65,No
9776-OJUZI,FEMALE,1,No,No,65,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),95.45,6223.3,No
1306-RPWXZ,FEMALE,0,No,Yes,49,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.45,1024.65,No
8949-JTMAY,FEMALE,0,No,No,29,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),98.6,2933.2,Yes
2774-LVQUS,FEMALE,1,Yes,No,15,Yes,Fiber optic,No,Yes,No,Month-to-month,Electronic check,83.05,1258.3,Yes
3097-PYWXL,FEMALE,0,Yes,Yes,4,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.95,82.9,No
2266-SJNAT,FEMALE,0,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),109.15,7789.6,No
0869-PAPRP,FEMALE,1,Yes,No,26,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),85.7,2067.0,No
4238-JSSWH,FEMALE,1,Yes,No,35,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),102.05,3452.55,No
2972-YDYUW,FEMALE,0,No,No,57,Yes,Fiber optic,No,Yes,No,One year,Electronic check,94.7,5468.95,No
1104-FEJAM,MALE,0,Yes,Yes,28,Yes,DSL,No,No,No,Month-to-month,Electronic check,64.4,1802.15,No
2809-ILCYT,FEMALE,0,Yes,No,25,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,26.8,733.55,No
